T5.K4.652.A98542 K6.QJT976.QT7.Q6 432.A.AKJ93.JT73 AQJ987.8532.84.K:65658888888843433232
K42.T87.KJT.KQ94 Q73.J652.62.J852 AJ85.AK3.A983.AT T96.Q94.Q754.763:00000000222200000000
Q97.Q96.AKJT8.K8 A53.KJT754.Q96.6 T862.2.432.AQJ32 KJ4.A83.75.T9754:87876565A99954546566
A7.A984.QJT86.A4 JT653.3.542.Q976 84.QJT7.K73.KJ82 KQ92.K652.A9.T53:51517777212121214343
A63.AK872.A842.K QT8.T643.Q5.QJ93 J94.J.KT93.AT864 K752.Q95.J76.752:44444444444422223333
AQ32.QT74.Q7.J85 T97.J32.K53.QT63 K654.A98.AJT42.7 J8.K65.986.AK942:53532121222222226666
AKQ2.97.Q75.9543 87.A83.J9642.A87 T643.T62.K83.Q62 J95.KQJ54.AT.KJT:99996666AAAA99998888
AQ72.K6.J8752.K6 T94.QJ8742.3.J93 KJ853.AT.KT9.852 6.953.AQ64.AQT74:55554343989843439999
632.KQJ5.632.AJ2 QT85.863.AQT87.6 7.AT.KJ54.KQT975 AKJ94.9742.9.843:63639999434355554242
A75.T7542.98.J74 9432.A9.QJT2.AQ6 KQT.KJ86.K5.K982 J86.Q3.A7643.T53:77878888555598985555
J3.AKT2.AK953.AK QT65.J4.J86.JT82 A74.Q875.2.Q9754 K982.963.QT74.63:32325454101022222121
763.Q94.Q43.A652 AT2.AK865.9.KQ87 KJ98.T2.JT76.T93 Q54.J73.AK852.J4:A9A9A9A9BBBA9999A9A9
2.754.A8763.8763 T854.QJ3.T.AQT95 K76.AKT.QJ952.J4 AQJ93.9862.K4.K2:A5A5BAB987874343AAA9
KT86.T42.AJ3.842 AQJ.A65.Q92.JT65 32.QJ873.KT8.K93 9754.K9.7654.AQ7:999999997777AAAA9999
QT93.KT.AJ765.K5 K75.Q7543.T942.2 AJ64.A92.Q3.AJ96 82.J86.K8.QT8743:22221111445422222222
T9.Q862.AJ.AQ753 Q4.A3.K874.KJT82 AKJ7.75.Q96532.4 86532.KJT94.T.96:64646666766633337777
QT7653.964.82.K7 A42.QT83.74.AQT6 J9.AK2.QJ63.8532 K8.J75.AKT95.J94:BBBB7777BABABBBBBBBB
964.54.T52.AKT93 AKQJ87.J.8764.Q6 5.QT987632.J.854 T32.AK.AKQ93.J72:DBDBDBDB5555DBDB8888
KT6.J962.32.T654 A2.K754.JT4.AJ83 Q974.T83.K7.KQ72 J853.AQ.AQ9865.9:BBBB9999A9A8CCCC9999
AK42.8763.95.K74 .KJ5.J7432.AJT82 QJ86.AQ4.QT86.Q3 T9753.T92.AK.965:65655555868577778887
JT85.J7.KQ95.T54 A972.63.832.KQ76 K643.854.AT7.932 Q.AKQT92.J64.AJ8:B9B98787BABA9797CACA
AJ3.T65.QT954.AJ Q2.AKJ973.K8.643 KT965.Q.J63.9852 874.842.A72.KQT7:87875454AAAA44448888
KT8.653.97653.97 J3.AT2.K.KQJT852 Q7652.KQ97.J84.4 A94.J84.AQT2.A63:DDDD77779998C8C8DDDD
.KJ96.AT863.KQT7 KT852.542.J4.A54 AQ9743.T3.KQ2.86 J6.AQ87.975.J932:33334444333322223333
AQ87.AK98.J6.A96 KJT3.7.KQ954.J54 2.JT543.A72.KQ87 9654.Q62.T83.T32:21115555101055551111
KQJ632.AJT.J754. 984.9643.AQ.T832 7.87.K83.AKJ9764 AT5.KQ52.T962.Q5:43434343656643434343
AJT975.K98.4.JT9 86.QT3.AKQ98.432 K32.J65.763.Q865 Q4.A742.JT52.AK7:87875555A9A9AAAA7777
JT53.Q.J964.K875 A982.AJ963.83.42 76.K542.752.QJ63 KQ4.T87.AKQT.AT9:C9C9BABACBCCA9AA8888
52.Q.AQ98.AK9643 986.JT654.KT3.T7 AKQ43.72.542.QJ5 JT7.AK983.J76.82:51511111777743431111
A95.643.876.Q754 J873.T7.JT532.J3 2.J852.A94.AT962 KQT64.AKQ9.KQ.K8:9797AAAA989999996565
Q43.KT6.Q974.QT8 AJ98.754.85.K932 652.Q98.KJ32.A76 KT7.AJ32.AT6.J54:87878888888866668888
3.T98.AJ875.KJ76 QJT92.A43.KQ32.T K64.QJ76.T6.A532 A875.K52.94.Q984:9999AAAA777776766666
AT.AQT763.J872.A 873.9.A94.T87632 J9542.K2.QT6.KJ4 KQ6.J854.K53.Q95:33334344222243437676
KT2.AK64.KJ63.J6 9863.Q5.QT94.KQ7 A4.732.A752.5432 QJ75.JT98.8.AT98:77777777656554546666
QJ9832.T9.5.5432 654.QJ6.K942.A98 T7.A84.AJT6.QJT7 AK.K7532.Q873.K6:A9A95555AAA9AAAA7676
Q854.J7.K84.AQJ3 AJT96.K8.75.KT65 .AQ952.J932.9872 K732.T643.AQT6.4:88889999666666656555
63.T6.Q752.AKQJ9 Q7.AK53.AT3.8432 J854.J97.986.T76 AKT92.Q842.KJ4.5:C8C8CCCCCCCCBABA7777
KJT54.A83.K8.T52 96.QJ65.T7.KJ943 Q3.KT974.AJ654.8 A872.2.Q932.AQ76:66665555333354549999
AQ653.A8654.J.K8 92.T732.874.AJT6 KJ874.9.A9653.52 T.KQJ.KQT2.Q9743:6666211175757676A696
AT72.K5.A6.AQJ95 .Q742.KJT973.872 KJ4.963.82.KT643 Q98653.AJT8.Q54.:434355559999BABA3222
J83.Q6.K653.K432 95.AKJT973.J.AT6 A76.842.T8.Q9875 KQT42.5.AQ9742.J:BACABBBBCBCBBBBB7777
A8.Q53.AKJ2.J986 943.T62.QT9.AK53 KQ76.AK984.754.Q JT52.J7.863.T742:22223232111122224343
J7.J.QT732.AQ973 Q942.AKT83.AJ.T5 AKT.Q976.864.KJ8 8653.542.K95.642:55557777666643434343
95.AJ9.8743.Q963 KQJ64.53.AJ62.AT A7.K82.KQT.J7542 T832.QT764.95.K8:77779999878766665454
QJ964.Q3.KQJ96.9 T7.A86.T8732.AJ5 A853.K975.A4.T84 K2.JT42.5.KQ7632:8787333388885555A9A9
T9.QJ72.QT93.QT3 KJ732.K.AK6.J765 AQ65.986.875.K84 84.AT543.J42.A92:76778888878766668788
KQ.5.KQJ84.KJ972 AJ543.Q76.AT63.6 T72.AJT93.952.Q4 986.K842.7.AT853:76769999888855556666
QJ852.JT4.KJ6.53 94.A7653.QT.KJT4 A763.KQ2.A83.A62 KT.98.97542.Q987:55553333767676768888
KQT754.87.K42.A9 82.T954.QT75.876 A963.AQ.AJ63.J32 J.KJ632.98.KQT54:11211121768622226676
AQJ7.Q8.A985.J74 T98.AKJ6.JT4.965 K42.972.632.AQ82 653.T543.KQ7.KT3:65655555777755555555
A97.QT75.QT3.KT8 KQJ53.A2.J974.42 2.J863.AK52.A973 T864.K94.86.QJ65:66668888433354545555
Q4.QJ7643.652.T6 K7653.2.AJ.KQ843 AJT8.AKT.K73.AJ5 92.985.QT984.972:22215555222155555555
2.KQ742.KJT6.T63 AKJT983.85.82.42 Q54..Q975.AQJ975 76.AJT963.A43.K8:87879999888844444444
86.AKT7643.3.965 Q9532..QJT75.J84 AT7.Q98.864.AQ73 KJ4.J52.AK92.KT2:5454BABA4444BBBB7676
A753.T74.9754.73 JT4.A932.KQ6.852 K8.J86.J82.AJT64 Q962.KQ5.AT3.KQ9:A9A99999A9A998988888
AK8.AKQ9.76.A865 J64.53.QT932.732 QT.87642.J5.QJ94 97532.JT.AK84.KT:51516666212166662121
AKT7.532.954.AJ6 Q9532.AJ.AKJ.Q83 J6.T86.QT872.754 84.KQ974.63.KT92:A9A99999AAAA7777AAAA
A42.AK92.K6.AK54 T873.QT6.AJT.Q93 KJ.74.7432.J8762 Q965.J853.Q985.T:55557777555565653333
QT5.J43.AKT83.AJ A9432.Q2.75.8764 86.A985.QJ42.952 KJ7.KT76.96.KQT3:65658888666644448888
J73.J765.9532.Q8 K2.K8.T874.AK942 QT85.AT942.AKQ.6 A964.Q3.J6.JT753:8888767654547676AAAA
A5.T6.T543.JT982 62.873.KQJ862.64 K943.9542.A9.A73 QJT87.AKQJ.7.KQ5:87878888888888885555
Q3.T876.T73.AQJ5 52.AJ43.AQ84.K93 KJT987.KQ5.J6.T7 A64.92.K952.8642:77776565777799998787
T96.A7.KJ8.KJ974 AKQ874.962.A4.T8 3.QJ4.QT765.AQ52 J52.KT853.932.63:76768888878722222222
J9.J432.KT8.AT76 7532.AT.AJ973.KJ KQ.98765.654.952 AT864.KQ.Q2.Q843:BBBBBBBB9898BBBBA9A9
.AJ865.AKQ98.Q85 QJ32.K7.T4.AKJ97 AT764.32.76.T643 K985.QT94.J532.2:77778888666665668676
JT7.9832.KT8.T65 4.765.AJ9652.742 A2.QJ.Q73.AQJ983 KQ98653.AKT4.4.K:5464AAAA889877875454
762.QJT86.T97.A5 5.A97.KJ653.8762 A9843.K532.Q4.94 KQJT.4.A82.KQJT3:A7A777776666BBBBBBBB
7.K543.KJ8764.J9 K85.AJ8.32.AQ542 QJT432.72.T.8763 A96.QT96.AQ95.KT:BBBBAAAABBBBAAAABABB
Q95.A8.AK943.K64 KT73..Q875.QT983 A82.Q6532.J2.A72 J64.KJT974.T6.J5:44446666555544446666
KJ3.KQ653.T972.K A7654.AJ4..QT542 QT8.T.AJ865.J987 92.9872.KQ43.A63:88889898877765659999
Q32.AQT92.A.QJT2 85.K3.KQ7542.865 KT9764.4.JT3.AK9 AJ.J8765.986.743:62621111444466661111
KQT84.KT8.J9.862 AJ962.J75.A.J953 73.AQ3.Q76532.KQ 5.9642.KT84.AT74:77777676888865659999
QJ3.842.A9832.Q6 8.A95.KJT654.K72 AKT6.7.Q7.AJT984 97542.KQJT63..53:62624242989855552232
T6.T65.AT9742.JT 8732.AKQ92.8.643 A4.J83.KQJ653.K7 KQJ95.74..AQ9852:B6B6CCCCCCCC6666CCCC
A875.J84.T7.KJ82 QJT96.Q7532.8.AQ K43.AK6.A432.974 2.T9.KQJ965.T653:55556666766687876565
9.AJ87.QT874.AQ8 T743.K93.KJ92.K9 J8.QT642.63.J532 AKQ652.5.A5.T764:BABACBCB656588887777
T62.KQ6.K5.98762 J98.J3.T7432.543 K73.972.QJ8.AQJT AQ54.AT854.A96.K:55558787777787874444
J976.63.83.AT843 T8.AQ4.AT65.QJ65 AQ53.KT872.Q2.K2 K42.J95.KJ974.97:87874444666699996666
AT2.Q873.Q65.K63 9864.J96.J93.Q85 J7.AKT42.K74.AJT KQ53.5.AT82.9742:22225555222244443333
K3.A8753.AKJ95.2 AQ642.J2.Q87.976 T875.K9.43.QJ854 J9.QT64.T62.AKT3:77777777555555556666
AT853.953.KT.T76 Q.AK84.AJ.AQJ853 97642.J.Q7632.42 KJ.QT762.9854.K9:CCCC6565CCCC8888CCCC
53.A643.974.KJ72 K962.KJ8.AQJ8.54 AJ7.QT7.T65.AT83 QT84.952.K32.Q96:75759898555588885555
KJ975.543.AQ8.52 3.AKQ87.JT9764.3 AT8642.6.53.QT87 Q.JT92.K2.AKJ964:85853333BABAB9B99999
KJT7.J.87543.982 A9865.A864.K9.T6 Q.KQ7.QJT62.AKJ3 432.T9532.A.Q754:66666666888844446565
9875.J95.A.T9862 KQT2.K2.KT4.KJ73 6.AQT876.J982.Q4 AJ43.43.Q7653.A5:7676A8A8545499998787
J63.AT98.65.AKT2 AK984.J6.AQJ.Q43 Q75.Q732.K983.86 T2.K54.T742.J975:76667676555587877777
A4.AKQ875.9.AK84 T875.T943.KQ6.J2 J9.62.AJT873.Q73 KQ632.J.542.T965:51517676222221212222
J76.K952.K86.T43 A932.QT4.Q32.AQ5 KT.87.AJT94.J976 Q854.AJ63.75.K82:77779999888855557676
KJ2.Q98.A9765.J2 QT9.AJ42.3.Q9754 7.KT7653.JT4.A86 A86543..KQ82.KT3:7676A9A9545555559999
A6.A972.5.AQT965 743.KQT5.872.KJ2 QJT985..JT943.83 K2.J8643.AKQ6.74:A9A94444999966665454
KT832.T8.9.AJT82 AJ76.Q432.Q85.43 Q5.AJ6.K7432.975 94.K975.AJT6.KQ6:77765565999988885555
J2.KQJ87.K5.T972 AT876.T654.86.65 43.A932.QT943.K8 KQ95..AJ72.AQJ43:9898CCCC55557677A9A9
7.AQ9874.AJ62.J8 JT9653.J5.87.A97 A84.K32.T5.KQ432 KQ2.T6.KQ943.T65:51517777212154543131
Q8.9732.76532.QJ T94.AKQJ8.AJT.T4 AJ65.T54.K98.AK7 K732.6.Q4.986532:87878787888866669898
QT8.T9432.JT65.5 5.A75.KQ9874.T72 AKJ9642..A2.AQJ4 73.KQJ86.3.K9863:44441111888776767777
6.K5.T8543.Q8632 9753.QT4.AKJ.K97 AK82.932.Q9.AJT5 QJT4.AJ876.762.4:55558888989855553333
T43.J82.9864.T97 KJ97.765.KT5.KJ4 2.AKQ94.AQJ7.AQ8 AQ865.T3.32.6532:52517776222122215555
JT93.J973.KQT5.4 KQ4.542.J643.982 875.KT8.92.AJT63 A62.AQ6.A87.KQ75:98987787778788889898
K54.86.KJT765.95 QJ9.K973.9843.Q3 AT763.T2.Q.AJ764 82.AQJ54.A2.KT82:86865454999955557777
AQJ8..JT8543.762 T654.AQJ93.6.Q54 K9732.8642..AJ93 .KT75.AKQ972.KT8:87873343BBCB88886666
T8.AJ932.95.AQ92 AQJ76.4.KQ62.K85 432.KQT7.AJ7.T73 K95.865.T843.J64:65658888444488885454
Q9643.Q9.95.KT54 K5.J2.8762.AJ832 AJT72.863.AQT.96 8.AKT754.KJ43.Q7:B9B76665BBBAAABAA9A9
KT72.8.AK982.762 AJ6.AKJ.T5.QJT84 Q5.97.Q743.AK953 9843.QT65432.J6.:86866666AAAA53534454
J.AQ864.J986.T95 75432.J75.4.KQ74 AKT86.K92.AQ3.83 Q9.T3.KT752.AJ62:43434444212144447777
KJT74.A3.9.A8732 93.Q8754.QJT85.4 AQ5.KJ.AK743.QT6 862.T962.62.KJ95:32322222555533432222
K98.A.AQT642.J53 AJ764.Q873.5.Q92 Q32.KJ4.873.AKT6 T5.T9652.KJ9.874:11114444555511111010
J9654.Q975.7.AJT A.AK42.AQT95.974 K83.T3.KJ64.KQ65 QT72.J86.832.832:65655555656577775555
AK953.AQJ7..KQ93 QT2.9862.T43.542 J764.T4.AQ976.T8 8.K53.KJ852.AJ76:32432222434444443333
AKT8.T9875.8.764 .AQ6.A97654.AT98 97432.K43.KJ32.Q QJ65.J2.QT.KJ532:888854547676AAAABBBB
AKJ96.Q2.T98.A73 .KJ9764.A642.J52 QT8752.A.J73.K86 43.T853.KQ5.QT94:44444444AAAA99998787
K6.A753.QT87.AJ5 JT532.62.A92.T83 A9.T94.K6543.976 Q874.KQJ8.J.KQ42:55559899656644447777
KQ6.K764.943.T75 JT98.Q853.T865.K 753.AJT2.AK7.962 A42.9.QJ2.AQJ843:77778788666687888888
A9872.T84.9.T932 T3.9.AKQJ83.AK86 KJ54.KQJ532.74.5 Q6.A76.T652.QJ74:B8B853533333BBBBCBCB
KJ7.AJT85.T84.42 Q54.Q742.Q5.A987 AT62.963.97632.T 983.K.AKJ.KQJ653:9898777755555555A9A9
Q9.97652.T98.KQJ AK3.AKT8.J54.632 J64.J4.AQ3.A8754 T8752.Q3.K762.T9:77779898777788885555
KT874.3.QT3.7653 3.62.A87642.KQ84 AJ9652.KQT.KJ.A9 Q.AJ98754.95.JT2:54543232989888886676
JT.AJ532.AQ94.AQ K974.974.7652.K9 A65.T6.T.T876532 Q832.KQ8.KJ83.J4:52525555545455552222
QT3.KQ964.AT8.72 2.AJT732.K3.JT43 AK5.85.QJ7542.98 J98764..96.AKQ65:7777989887875454BBBB
Q82.7654.T.AK974 AJT75.A8.9642.QJ K3.KJT32.K87.853 964.Q9.AQJ53.T62:A7A7A8A84444A9A94444
AK754.KQ754..742 QJT6.J.AKJ82.985 83.T632.QT7654.A 92.A98.93.KQJT63:86865454333366669899
QJT8.AKJ8.Q9.J84 AK763.T54.T.AQ65 94.96.A854.KT973 52.Q732.KJ7632.2:43436464656577774343
K976.AQ3.53.JT97 JT43.KT8.AQ6.Q83 8.J9754.JT987.64 AQ52.62.K42.AK52:AAAABBBB77778888AAAA
AJT4.AJ5.AQ6.Q94 KQ75.T2.KT983.T5 862.Q864.52.A873 93.K973.J74.KJ62:75666555655677776555
A8632.AK43.85.A6 KJ.J876.AQ764.32 954.QT9.KJ932.J7 QT7.52.T.KQT9854:54544444545444439999
Q762.QJ2.T853.JT 943.84.Q94.A7643 A5.AK97.J76.KQ52 KJT8.T653.AK2.98:55556666555565656666
A7.543.KQT843.J2 KQJ96.K9.72.AQ75 532.AQ8762.J.KT8 T84.JT.A965.9643:64647777323233337777
KT9.J95.AQT3.T43 63.764.98642.A76 7542.AQT32..Q852 AQJ8.K8.KJ75.KJ9:77777777666688887777
63.KJ8.QT843.T86 KJ7.Q42.AKJ92.K7 AT9842.7.75.QJ42 Q5.AT9653.6.A953:BABA8787BBBBA9AA9999
AK86.K7.A842.AQ6 JT.852.KQJ95.T92 .AJT943.T6.KJ543 Q975432.Q6.73.87:00005555000044440000
43.AQT863.743.76 Q9862.K75.Q.JT85 AT75.J92.2.AK942 KJ.4.AKJT9865.Q3:99997676433399996666
K75.K82.A82.AQ64 3.AQ764.KT95.J52 AT64.JT95.3.9873 QJ982.3.QJ764.KT:66666666655599994343
8.KT8732.J85.QT8 J4.J6.AT6.AKJ932 AKQT3.Q954.72.54 97652.A.KQ943.76:C9C988885555CBCBDBDB
QJT85.T4.Q.JT975 .Q6532.J942.K842 K9643.AKJ7.A87.Q A72.98.KT653.A63:74742222656599996565
6.AKJ72.K9743.63 QJ84.8.QT8.QJT72 AT952.6543.AJ.85 K73.QT9.652.AK94:52526665212122229696
.AKJ82.KJT832.T5 AJ43.9654.6.A986 KT876.QT3.54.KQJ Q952.7.AQ97.7432:55558888434333338687
K64.987.AQ97.J72 AQJT52.A5.KT6.Q3 9.KT632.J853.A65 873.QJ4.42.KT984:9787AAA9656565559998
J743.752.T7.J754 AT96.KT84.K3.832 Q2.J3.QJ9842.AKT K85.AQ96.A65.Q96:A9A9A9A9AAAA77779898
Q8.AT93.AK43.T84 T954.K54.72.J652 KJ632.72.T965.A3 A7.QJ86.QJ8.KQ97:75765454777744448787
KQJT8.9.KJ96.AKJ 954.AKT85.A7.Q97 73.QJ642.43.T842 A62.73.QT852.653:55555555656666665555
QJ87.J976.93.KJ2 T964.KQ.7642.QT3 K32.AT43.J85.A85 A5.852.AKQT.9764:76766666555598988787
AQT73.7.K32.A762 KJ98.KT.QJT4.QT8 62.J96543.A965.K 54.AQ82.87.J9543:87775555655554547777
4.JT.QJ8432.9864 KQ932.863.AK.JT5 T.A9542.T965.A73 AJ8765.KQ7.7.KQ2:BABABBBB777766668888
.AQT9875.QT87.K7 AKJT532.KJ.3.Q94 764.2.KJ654.T852 Q98.643.A92.AJ63:B9B9BABA43433232A8A9
AQ6.KJ97654.A.Q8 4.QT2.T8642.T543 JT9872..K73.AJ76 K53.A83.QJ95.K92:33331110334376774444
K953.AKQT8.853.K AQT6.7653.JT4.T6 J874.2.AK7.J9753 2.J94.Q962.AQ842:65643333545466666666
J92.QJ92.T852.T2 AQ63.AT543.3.985 KT8.86.AKQ97.AJ7 754.K7.J64.KQ643:55758887767754549797
7.AT96.J9432.KT6 Q96432.J.AQ65.87 KT5.K84.T87.AJ32 AJ8.Q7532.K.Q954:65659999556555655565
A73.AQ952.K4.QT4 Q86.J8763.65.873 T54.KT4.QJT32.K9 KJ92..A987.AJ652:54547676545455658888
A2.KJT82..AKJT93 T965.Q964.753.42 KQJ73..A9864.876 84.A753.KQJT2.Q5:11111011444444440000
96.J.9765.AT6532 AKQJ.9543.KT.K97 72.AQT76.AQ43.84 T8543.K82.J82.QJ:76769797656544445454
QT63.Q765.K832.2 87.T94.AQ74.T954 K42.AK82.9.AQJ76 AJ95.J3.JT65.K83:66664444323266665555
A75.A987.864.J63 Q3.Q4.K9753.AQT9 KT942.K52.AT.842 J86.JT63.QJ2.K75:86866565666688888888
AQJ5.T.98653.A96 T73.J76.KJT7.KJ5 42.AQ9432.Q.QT82 K986.K85.A42.743:66666665333365664233
J.K843.KT43.A862 AQT96.A6.Q2.KQT7 8752.QT9752.A7.3 K43.J.J9865.J954:9696A8A8323287879999
54.J97.96.AQJT74 62.AQ83.874.8653 Q87.KT654.A32.K9 AKJT93.2.KQJT5.2:7575BBBB5454BBBB4444
A87.JT86532.5.K2 KJ6542..AJT73.QJ QT.7.Q842.T97653 93.AKQ94.K96.A84:BBBABBBB8888BBBB8888
4.KJ.AK754.AT762 J985.3.QT9.KJ843 KQ763.84.862.Q95 AT2.AQT97652.J3.:86866666999954645555
AJ96.83.J62.Q864 752.Q64.KT874.J3 KQ4.AT9.Q53.AK75 T83.KJ752.A9.T92:44444343767666664343
864.AJT932.953.4 J95.K6.T764.AT75 KT32.875.AKQ8.93 AQ7.Q4.J2.KQJ862:98986666444476769999
T742.KQT4.764.A2 AQ.87.AT85.KQ943 KJ93.A6.KJ32.T65 865.J9532.Q9.J87:65653333555555548787
A2.AT2.QT9752.32 J76.QJ43.83.AJT8 953.K9765.AKJ.Q7 KQT84.8.64.K9654:54549999434343439999
KQ.AJ4.832.AQ954 T642.QT9865.764. J95.K73.AQJ.K862 A873.2.KT95.JT73:22227575666654442222
KJ8.T7.AJT983.JT AQT4.Q3.Q642.K86 97532.AK8.75.AQ5 6.J96542.K.97432:43334444777743337777
AT87532.6.2.KJ63 .QJT94.K4.AQ9852 K94.A87.AJ9753.T QJ6.K532.QT86.74:75752222A8A866669888
KQT53.A6.QT42.K3 J972.T953.A8.954 8.Q84.J965.QJ876 A64.KJ72.K73.AT2:66767777989954556676
5.KJ9.KJ83.AQJT4 AQJ92.Q864.A5.97 T8643.7.Q962.865 K7.AT532.T74.K32:96968787A9A943445354
KT43.953.872.QT3 AJ8.T86.65.86542 975.AKQJ.AT3.J97 Q62.742.KQJ94.AK:88887777777798987777
AK7.QJ95.432.JT7 J98.AT643.AKQ5.5 Q653.K.T86.AK982 T42.872.J97.Q643:55555555666676765555
K83.QJT6.J.JT864 J4.32.AK87542.92 A9765.A94.Q93.K7 QT2.K875.T6.AQ53:87875555555599996565
K876.32.QJ97.975 AQJ93.965.63.JT2 T52.KQ8.KT82.843 4.AJT74.A54.AKQ6:B9B9BABABBCB8888BBBB
K9754.AKJ4.82.A5 AQ2.Q98.A754.J74 J6.632.QJ.QT9832 T83.T75.KT963.K6:88886666666698985555
T4.KQT.AJT65.K96 A863.A96.K873.52 KQJ7.75.Q.AJT874 952.J8432.942.Q3:32223222545433332121
JT87.QJT7.43.QJ3 9.K9543.QJT8.987 Q532.A86.K765.62 AK64.2.A92.AKT54:879777779999A9A9BBBB
9853.T74.AT85.QJ T2.52.K9642.A852 AQ7.AQ83.QJ3.T73 KJ64.KJ96.7.K964:77777787778777779898
K765.J92.Q73.KQ2 4.AKQ5.AJT65.987 832.T43.982.AJ64 AQJT9.876.K4.T53:A9A9A9A9D9D9BABA9898
AKQ2.JT3.KT2.JT5 T4.KQ72.AJ64.A72 J876.96.8753.843 953.A854.Q9.KQ96:A9A98787BBBB9999BABA
AJ5.AQ9.T4.AKT84 K.T8652.KQ975.75 QT6.K73.J8632.J6 987432.J4.A.Q932:22223333555543443233
AKQ98752.8.K43.J .AQT6.QJ652.Q843 643.J972.AT.A965 JT.K543.987.KT72:32321111989888889999
J763.65.43.KJ943 Q9.3.QT972.87652 A852.K987.AKJ5.Q KT4.AQJT42.86.AT:87875565888877776666
95.AQT872.KT85.6 AQ4.J54.932.5432 JT873.K93.A6.T87 K62.6.QJ74.AKQJ9:8585767633337777A8A8
AQ942.A3..K97654 KT.KT8.AQT8.AQJ2 853.QJ72.KJ7642. J76.9654.953.T83:66664344666655556666
642.K95.Q2.KQ654 A97.AQJ8.A75.873 KQT.T764.K6.AT92 J853.32.JT9843.J:757588887676A9A95444
KQ953.K32.98.A95 AT.A9.AK73.KQJ43 8.Q65.QT6542.T82 J7642.JT874.J.76:88888888999976769898
A764.94.T7.AKJ84 J3.KQJT876.985.2 KQ2.A2.KJ642.975 T985.53.AQ3.QT63:33333333888843433333
AKQ76.J6.AKQ6.T8 T8532.AT542.T3.J 9.K7.J98752.Q963 J4.Q983.4.AK7542:33335555999932327777
T4.A8.QJT.AKT987 J73.T97642.K9.J6 K98652.KJ3.5432. AQ.Q5.A876.Q5432:55556464888865556565
A9753.984.K54.Q6 T2.AK76.AJT.J532 K4.QJ532.Q76.AK9 QJ86.T.9832.T874:44445555444465657666
Q64.Q9765.A7.J43 95.84.KQ652.AK92 AJ832.KJ2.JT983. KT7.AT3.4.QT8765:9797444454547777BABA
4.Q842.653.KT764 8763.AT7.AQ72.A5 A52.K963.JT98.93 KQJT9.J5.K4.QJ82:AAAACCCC7777A8A88888
973.KQT2.AK2.T65 KJT6.64.J8743.A9 Q5.A953.T965.QJ3 A842.J87.Q.K8742:6666A9A9656577778888
AK7642.KT6.Q43.5 98.Q853.A7.KQT42 Q5.A94.K652.A976 JT3.J72.JT98.J83:42421111444433336565
864.KQT4..AKQ954 JT732.82.A65.J82 A9.A9653.QJ982.T KQ5.J7.KT743.763:21215455000044441111
J85.T.8642.KJT85 KQ.AKJ42.5.97432 T642.53.AK973.A6 A973.Q9876.QJT.Q:87879898BBBB55556666
9.AQJ754..QJT762 JT76.K62.AK6.AK5 AKQ52.83.JT753.3 843.T9.Q9842.984:76767566322277774343
J83.542.74.Q9532 965.T86.Q652.KT8 Q42.KQ93.KJT8.A4 AKT7.AJ7.A93.J76:88888888888788877777
Q986.Q98.KQ4.A54 J73.T65.65.KQ982 A5.KJ32.T973.JT3 KT42.A74.AJ82.76:65656666555555557676
KT7.KJ976.987.K4 832.AT5.K43.J962 QJ4.Q842.J65.853 A965.3.AQT2.AQT7:989899996666A9A9BABA
KJ752.T82.A2.A95 AQ863.KQ4.J74.J2 T4.A73.QT3.KQ876 9.J965.K9865.T43:55546565767688885454
T5.85.8765.AKJ94 KJ98.KJ93.AKT4.3 A764.72.Q3.Q8752 Q32.AQT64.J92.T6:9797A9A9BBBBAAAA5555
KQ.T82.92.AQT874 T64.K9765.65.KJ6 A753.QJ.J8743.93 J982.A43.AKQT.52:99998888999977776666
954.K98.QJ98.JT7 KJ862.J64.732.A4 QT73.QT7.654.652 A.A532.AKT.KQ983:BABABABABBBBAAAABBBB
T54.AK6.76.T8653 9.8732.KQ5432.J4 AQJ63.JT54.A8.K2 K872.Q9.JT9.AQ97:74744444646488986565
7.AK8752.JT93.Q2 KJT8654.64.84.98 A3.T3.AKQ.KJT654 Q92.QJ9.7652.A73:61617777222221211111
Q9852.865.Q74.Q9 AK4.J9732.6.T754 J73.K4.AK9.AK832 T6.AQT.JT8532.J6:77775555989887876565
KJ84.A8.73.AQ643 QT95.KJT53.86.KT 6.Q97.KJ9542.J95 A732.642.AQT.872:77778888989966666566
53.A93.8652.KQ85 A7.KT52.97.AJ632 QJT64.Q64.K4.T94 K982.J87.AQJT3.7:AAAA8888AAAABABA8888
A74.T.AKQ643.Q95 6.A854.JT87.AKJ8 KQJT9832.KJ7..64 5.Q9632.952.T732:52323030777754448777
A53.A9842.A93.J8 .K7.QT74.KQ97652 KQJT7.Q63.J2.AT3 98642.JT5.K865.4:42423232323287879999
AK972.632.Q98.Q5 Q865.Q4.754.8642 J4.975.AKJ6.KT73 T3.AKJT8.T32.AJ9:66665555667644447676
QT.9853.754.QJ53 K53.Q764.AJ8.T84 A84.T.QT3.AK9762 J9762.AKJ2.K962.:767699A9999998984444
J653.2.QJ63.K965 AQT74.T7.KT4.AJ2 82.AKQ8653.8.QT7 K9.J94.A9752.843:868698886565A9997676
943.832.T873.KJ7 KQT62.AKQ76.9.92 J7.JT94.KJ42.853 A85.5.AQ65.AQT64:CBCCDDDDCCCCA9AACBCC
